"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Oct 22 11:24:05 GMT 2024","Tue Oct 22 11:24:05 GMT 2024","6","","","","UnitTests.Services.AuthServiceUnitTests","UnitTests.Services.AuthServiceUnitTests.TestRegisterUserWithValidData","UnitTests.Services.AuthServiceUnitTests.TestRegisterUserWithValidData",""
"passed","Tue Oct 22 11:24:05 GMT 2024","Tue Oct 22 11:24:05 GMT 2024","12","","","","UnitTests.Converters.ReportConverterUnitTests","UnitTests.Converters.ReportConverterUnitTests.TestConvertOkDbToCoreModel","UnitTests.Converters.ReportConverterUnitTests.TestConvertOkDbToCoreModel",""
"passed","Tue Oct 22 11:24:05 GMT 2024","Tue Oct 22 11:24:05 GMT 2024","3","","","","UnitTests.Services.DatasetServiceUnitTests","UnitTests.Services.DatasetServiceUnitTests.TestWhichImageExists","UnitTests.Services.DatasetServiceUnitTests.TestWhichImageExists",""
"passed","Tue Oct 22 11:24:05 GMT 2024","Tue Oct 22 11:24:05 GMT 2024","1","","","","UnitTests.Services.DatasetServiceUnitTests","UnitTests.Services.DatasetServiceUnitTests.TestDeleteNonExistingDatasetFails","UnitTests.Services.DatasetServiceUnitTests.TestDeleteNonExistingDatasetFails",""
"passed","Tue Oct 22 11:24:05 GMT 2024","Tue Oct 22 11:24:05 GMT 2024","2","","","","UnitTests.Repositories.DatasetRepositoryUnitTests","UnitTests.Repositories.DatasetRepositoryUnitTests.TestDeleteNonExistentDataset","UnitTests.Repositories.DatasetRepositoryUnitTests.TestDeleteNonExistentDataset",""
"passed","Tue Oct 22 11:24:05 GMT 2024","Tue Oct 22 11:24:05 GMT 2024","7","","","","UnitTests.Repositories.DatasetRepositoryUnitTests","UnitTests.Repositories.DatasetRepositoryUnitTests.TestGetNonExistentDataset","UnitTests.Repositories.DatasetRepositoryUnitTests.TestGetNonExistentDataset",""
"passed","Tue Oct 22 11:24:06 GMT 2024","Tue Oct 22 11:24:06 GMT 2024","3","","","","UnitTests.Repositories.MarkedRepositoryUnitTests","UnitTests.Repositories.MarkedRepositoryUnitTests.TestGetByNonExistentDatasetId","UnitTests.Repositories.MarkedRepositoryUnitTests.TestGetByNonExistentDatasetId",""
"passed","Tue Oct 22 11:24:05 GMT 2024","Tue Oct 22 11:24:05 GMT 2024","1","","","","UnitTests.Converters.DatasetConverterUnitTests","UnitTests.Converters.DatasetConverterUnitTests.TestConvertOkDbToCoreModel","UnitTests.Converters.DatasetConverterUnitTests.TestConvertOkDbToCoreModel",""
"passed","Tue Oct 22 11:24:05 GMT 2024","Tue Oct 22 11:24:05 GMT 2024","3","","","","UnitTests.Services.DatasetServiceUnitTests","UnitTests.Services.DatasetServiceUnitTests.TestGetDatasetWithExistingId","UnitTests.Services.DatasetServiceUnitTests.TestGetDatasetWithExistingId",""
"passed","Tue Oct 22 11:24:06 GMT 2024","Tue Oct 22 11:24:06 GMT 2024","1","","","","UnitTests.Repositories.UserRepositoryUnitTests","UnitTests.Repositories.UserRepositoryUnitTests.TestUnbanUser","UnitTests.Repositories.UserRepositoryUnitTests.TestUnbanUser",""
"passed","Tue Oct 22 11:24:05 GMT 2024","Tue Oct 22 11:24:05 GMT 2024","2","","","","UnitTests.Converters.SchemeConverterUnitTests","UnitTests.Converters.SchemeConverterUnitTests.TestConvertOkCoreToDbConnectModel","UnitTests.Converters.SchemeConverterUnitTests.TestConvertOkCoreToDbConnectModel",""
"passed","Tue Oct 22 11:24:05 GMT 2024","Tue Oct 22 11:24:05 GMT 2024","3","","","","UnitTests.Repositories.SchemeRepositoryUnitTests","UnitTests.Repositories.SchemeRepositoryUnitTests.TestGetNonExistentScheme","UnitTests.Repositories.SchemeRepositoryUnitTests.TestGetNonExistentScheme",""
"passed","Tue Oct 22 11:24:05 GMT 2024","Tue Oct 22 11:24:05 GMT 2024","44","","","","UnitTests.Services.AuthServiceUnitTests","UnitTests.Services.AuthServiceUnitTests.TestLoginUserWithValidCredentials","UnitTests.Services.AuthServiceUnitTests.TestLoginUserWithValidCredentials",""
"passed","Tue Oct 22 11:24:05 GMT 2024","Tue Oct 22 11:24:05 GMT 2024","1","","","","UnitTests.Services.UserServiceUnitTests","UnitTests.Services.UserServiceUnitTests.GetUsersUserIsNotAdmin","UnitTests.Services.UserServiceUnitTests.GetUsersUserIsNotAdmin",""
"passed","Tue Oct 22 11:24:05 GMT 2024","Tue Oct 22 11:24:05 GMT 2024","4","","","","UnitTests.Repositories.ImageRepositoryUnitTests","UnitTests.Repositories.ImageRepositoryUnitTests.TestGetAllImagesForDataset","UnitTests.Repositories.ImageRepositoryUnitTests.TestGetAllImagesForDataset",""
"passed","Tue Oct 22 11:24:06 GMT 2024","Tue Oct 22 11:24:06 GMT 2024","2","","","","UnitTests.Services.MarkedServiceTests","UnitTests.Services.MarkedServiceTests.Update_Rects_ShouldThrowException_WhenUpdateFails","UnitTests.Services.MarkedServiceTests.Update_Rects_ShouldThrowException_WhenUpdateFails",""
"passed","Tue Oct 22 11:24:05 GMT 2024","Tue Oct 22 11:24:05 GMT 2024","3","","","","UnitTests.Repositories.DatasetRepositoryUnitTests","UnitTests.Repositories.DatasetRepositoryUnitTests.TestGetExistingDataset","UnitTests.Repositories.DatasetRepositoryUnitTests.TestGetExistingDataset",""
"passed","Tue Oct 22 11:24:06 GMT 2024","Tue Oct 22 11:24:06 GMT 2024","2","","","","UnitTests.Repositories.UserRepositoryUnitTests","UnitTests.Repositories.UserRepositoryUnitTests.TestGetAllUsersNoAdmin","UnitTests.Repositories.UserRepositoryUnitTests.TestGetAllUsersNoAdmin",""
"passed","Tue Oct 22 11:24:05 GMT 2024","Tue Oct 22 11:24:05 GMT 2024","5","","","","UnitTests.Converters.MarkedConverterUnitTests","UnitTests.Converters.MarkedConverterUnitTests.TestConvertOkCoreToDbModel","UnitTests.Converters.MarkedConverterUnitTests.TestConvertOkCoreToDbModel",""
"passed","Tue Oct 22 11:24:06 GMT 2024","Tue Oct 22 11:24:06 GMT 2024","1","","","","UnitTests.Services.MarkedServiceTests","UnitTests.Services.MarkedServiceTests.Update_Block_ShouldUpdateMarkedModel_WhenUserIsAdmin","UnitTests.Services.MarkedServiceTests.Update_Block_ShouldUpdateMarkedModel_WhenUserIsAdmin",""
"passed","Tue Oct 22 11:24:05 GMT 2024","Tue Oct 22 11:24:05 GMT 2024","1","","","","UnitTests.Services.SchemeServiceUnitTests","UnitTests.Services.SchemeServiceUnitTests.TestUpdateSchemeWithEmptyTitle","UnitTests.Services.SchemeServiceUnitTests.TestUpdateSchemeWithEmptyTitle",""
"passed","Tue Oct 22 11:24:05 GMT 2024","Tue Oct 22 11:24:05 GMT 2024","1","","","","UnitTests.Converters.SchemeConverterUnitTests","UnitTests.Converters.SchemeConverterUnitTests.TestConvertOkCoreToDbModel","UnitTests.Converters.SchemeConverterUnitTests.TestConvertOkCoreToDbModel",""
"passed","Tue Oct 22 11:24:05 GMT 2024","Tue Oct 22 11:24:05 GMT 2024","5","","","","UnitTests.Repositories.SchemeRepositoryUnitTests","UnitTests.Repositories.SchemeRepositoryUnitTests.TestGetExistingScheme","UnitTests.Repositories.SchemeRepositoryUnitTests.TestGetExistingScheme",""
"passed","Tue Oct 22 11:24:05 GMT 2024","Tue Oct 22 11:24:05 GMT 2024","1","","","","UnitTests.Services.LabelServiceUnitTests","UnitTests.Services.LabelServiceUnitTests.TestAddExistingLabel","UnitTests.Services.LabelServiceUnitTests.TestAddExistingLabel",""
"passed","Tue Oct 22 11:24:06 GMT 2024","Tue Oct 22 11:24:06 GMT 2024","6","","","","UnitTests.Repositories.MarkedRepositoryUnitTests","UnitTests.Repositories.MarkedRepositoryUnitTests.TestGetBySchemeId","UnitTests.Repositories.MarkedRepositoryUnitTests.TestGetBySchemeId",""
"passed","Tue Oct 22 11:24:05 GMT 2024","Tue Oct 22 11:24:05 GMT 2024","2","","","","UnitTests.Repositories.LabelRepositoryUnitTests","UnitTests.Repositories.LabelRepositoryUnitTests.TestDeleteNonExistentLabel","UnitTests.Repositories.LabelRepositoryUnitTests.TestDeleteNonExistentLabel",""
"passed","Tue Oct 22 11:24:05 GMT 2024","Tue Oct 22 11:24:05 GMT 2024","0","","","","UnitTests.Services.UserServiceUnitTests","UnitTests.Services.UserServiceUnitTests.GetUserByIDsEmptyList","UnitTests.Services.UserServiceUnitTests.GetUserByIDsEmptyList",""
"passed","Tue Oct 22 11:24:06 GMT 2024","Tue Oct 22 11:24:06 GMT 2024","2","","","","UnitTests.Repositories.UserRepositoryUnitTests","UnitTests.Repositories.UserRepositoryUnitTests.TestBanUser","UnitTests.Repositories.UserRepositoryUnitTests.TestBanUser",""
"passed","Tue Oct 22 11:24:06 GMT 2024","Tue Oct 22 11:24:06 GMT 2024","3","","","","UnitTests.Repositories.UserRepositoryUnitTests","UnitTests.Repositories.UserRepositoryUnitTests.TestGetUserById","UnitTests.Repositories.UserRepositoryUnitTests.TestGetUserById",""
"passed","Tue Oct 22 11:24:05 GMT 2024","Tue Oct 22 11:24:05 GMT 2024","2","","","","UnitTests.Converters.SchemeConverterUnitTests","UnitTests.Converters.SchemeConverterUnitTests.TestConvertOkDbToCoreModel","UnitTests.Converters.SchemeConverterUnitTests.TestConvertOkDbToCoreModel",""
"passed","Tue Oct 22 11:24:05 GMT 2024","Tue Oct 22 11:24:05 GMT 2024","2","","","","UnitTests.Services.MarkedServiceTests","UnitTests.Services.MarkedServiceTests.Update_Block_ShouldThrowException_WhenUserIsNotAdmin","UnitTests.Services.MarkedServiceTests.Update_Block_ShouldThrowException_WhenUserIsNotAdmin",""
